population	sample_id	CD7	CD19	pMET	pPLCg2	CD4	IgD	CD20	CD34	CD25	STAT5	CD123	Akt	STAT1	CD45	CD27	p-p38	CD24	pStat3	CD11c	CD14	CD33	Ikba	pCREB	CD16	tMET	CD8a	CD45RA	CD3	pERK	CD38	HLA-DR	pS6	CD127
T.DN cells	E10_2_UN	2.338200089	0.04252124	2.116667066	0.380128273	0.074321833	0.114745414	0.241537931	0.58989786	0.22106817	0.341645591	0.032452901	1.33399551	0.606139792	5.73101665	2.282349779	0.863968708	0.081964956	0.077656644	0.203031605	0.116661099	0.050274109	0.903263459	2.271514589	0.319031721	1.757516017	0.623003609	0.606499299	5.836880154	0.305964319	0.69004274	0.681931662	0.504255065	1.217092923
Unknown	E10_2_UN	0.068879499	0.031806695	0.907609065	0.186255546	0.085988171	0.097398309	0.027183673	0.347584977	0.040857997	0.156972139	0.042720471	0.431392844	0.028929381	1.73941041	0.093442393	0.911920994	0.047819217	0.177416626	0.297665928	0.071762011	0.111507164	0.194392871	1.632168654	0.047445117	0.357098949	0.127754907	0.274052256	0.982626778	0.056896672	1.136715503	0.529187672	0.153710496	0.158966682
B cells	E10_2_perv	0.346463805	4.053233807	2.066023754	0.924318682	0.193325318	2.601085792	4.53598315	1.286083067	0.611559809	0.566521777	0.057866295	2.005133783	0.489150277	5.820083305	1.548642025	1.214112476	0.645754787	0.33503235	0.417321073	0.164898044	0.099980999	1.183925218	3.549828965	0.075183505	2.13794517	0.164504452	5.010323349	0.643348671	0.203702232	1.536038735	5.109561804	3.250038051	0.215498653
Granulocytes	E10_2_perv	0.194899778	0.106978873	0.777651461	0.370196874	0.078856101	0.136543624	0.106237148	0.650495879	0.14068585	0.304608708	0.029562984	0.552348316	0.065901742	4.950289862	0.308295593	0.757582292	3.778018329	1.919116564	2.940943362	0.321812087	1.625576992	0.17599005	0.855946255	0.087239821	0.390067421	0.252172718	0.234571663	0.632177708	0.196438948	1.752884689	0.463915256	0.145253956	0.39392951
HPSC	E10_2_perv	0.689087103	0.140053576	2.476768217	1.397983237	0.26064113	0.374542851	0.151983212	3.872820664	0.231915838	1.092097466	1.285070258	1.676098799	0.539834903	4.186737481	0.202059841	3.133759567	0.281403155	0.368965156	1.185453768	0.288485144	1.059682635	2.602844331	4.35680906	0.251592653	1.652003722	0.124736332	1.008214197	0.542726378	0.504749827	4.298345506	3.933824845	1.466964671	0.166396186
Monocytes	E10_2_perv	0.384126953	0.173268939	2.869592803	2.750226976	1.405609437	0.399040193	0.104630271	0.804591756	0.156011035	1.784554263	0.371404827	1.939680682	1.554861634	5.833886395	0.414844208	4.095749689	0.450716884	0.877295546	4.943269791	3.584743208	3.702549091	2.458859763	4.910657699	0.235370222	1.833564276	0.130186971	0.735437012	0.723499382	0.63856164	3.737469125	4.803610803	0.91950667	0.219108177
NK cells	E10_2_perv	3.803598264	0.072594906	2.252418938	1.187608538	0.180192805	0.163961363	0.112169619	0.691064439	0.15900118	0.618052698	0.032677185	1.705854219	0.493224896	5.707341572	0.259522823	1.160314401	0.217948842	0.114273854	1.957801198	0.160125069	0.068386967	1.588100578	2.502995551	0.905574605	1.187432129	0.59267683	3.810298734	0.692723699	0.250743552	3.462611625	0.289845977	0.275684376	0.106748681
None	E10_2_perv	0.695616268	0.839950896	2.577149425	1.956715701	1.587102027	1.416474153	0.279320445	1.04551785	0.250775747	1.461056124	3.004582944	1.804065462	1.578137165	5.030881778	1.6706756	2.866133055	0.252321984	0.46052945	0.513842443	0.321616735	0.363823779	1.437276418	3.874056122	0.176845229	1.918692693	0.228042838	3.472851461	1.044789912	0.575752515	4.220687946	3.681310552	1.640565149	0.3281711
T.CD4 cells	E10_2_perv	2.393885328	0.127529746	2.299507435	2.405234333	3.564951308	0.599129908	0.104940212	0.561788683	0.768565063	1.595839322	0.037963929	1.85893616	1.29681678	5.778301507	3.927247779	2.405812909	0.137982873	0.214975561	0.133220731	0.247512038	0.057559557	2.110307321	3.521560907	0.304742432	2.031213323	0.463073486	1.582677038	5.922199681	0.480820946	1.67683992	0.252333587	0.782843349	0.951950087
T.CD8 cells	E10_2_perv	2.394740108	0.078091772	2.172743254	1.756713207	0.339051865	0.159231324	0.15967788	0.568036506	0.321916542	1.250743295	0.035637266	1.774892805	1.085269737	5.84726147	3.411733055	1.950661776	0.121407685	0.140103611	0.144328788	0.197828624	0.056523446	1.965166023	3.154730286	0.311000384	1.983111236	4.267572336	2.538325717	5.646912021	0.484751747	0.905831529	0.258812142	0.566659103	0.896652752
T.DN cells	E10_2_perv	2.308539407	0.052033908	2.12425593	0.870666206	0.115032666	0.122737857	0.23403738	0.579845677	0.228446602	0.56955458	0.033721657	1.351898328	0.605176541	5.701288429	2.245519189	1.105344815	0.092257906	0.085385228	0.19236819	0.148252356	0.054653985	1.007153605	2.029642144	0.308438913	1.93644327	0.616675201	0.5947044	5.75766516	0.401648433	0.700993142	0.645039728	0.384658633	1.235026377
Unknown	E10_2_perv	0.070432295	0.037316503	0.99843283	0.573971984	0.090796092	0.072156047	0.022343224	0.293461765	0.036802455	0.322127916	0.045093253	0.365483323	0.038013017	1.688438451	0.100146121	1.312471689	0.058664801	0.246403052	0.311505488	0.081915048	0.117996461	0.192625008	1.407706275	0.041714962	0.353836784	0.120537431	0.252463947	0.912849996	0.065060587	1.075557624	0.493332194	0.17977018	0.111733665
B cells	E10_3_UN	0.179108785	4.086095417	2.350850792	0.319590341	0.090752371	2.735904957	4.489903317	0.741123904	0.42608187	0.272372391	0.041360915	1.267127403	0.362159205	5.866802748	1.210984806	0.682690001	0.432364978	0.235822817	0.398651694	0.116693538	0.101176793	0.456179009	3.957089968	0.052314535	1.266777725	0.094053455	4.420800601	0.381084263	0.120645038	1.340982687	5.071123802	2.61759482	0.239829866
Granulocytes	E10_3_UN	0.084609664	0.061234547	0.762962411	0.075318647	0.034924997	0.06042626	0.117768595	0.166168063	0.078898795	0.124642931	0.041606249	0.418086996	0.06017646	4.844830842	0.150721104	0.578997002	3.471104716	1.775358583	2.765492276	0.232547067	1.097444106	0.06049618	0.575950461	0.046048777	0.156408215	0.123095726	0.176286857	0.371685445	0.050511812	1.260654448	0.373737502	0.051251461	0.265576678
HPSC	E10_3_UN	0.181844089	0.118458673	2.338424297	0.275553078	0.070798247	0.173855575	0.06080607	3.837894251	0.266461527	0.340890626	0.911188452	0.719628256	0.241293567	3.96311688	0.043161789	0.834484717	0.108846434	0.151601683	0.312302631	0.067123361	0.580719911	1.68846759	3.723461408	0.069923277	0.886416654	0.041890738	0.362615531	0.211182267	0.124089135	3.81667944	3.848200775	0.338039604	0.141955641
Monocytes	E10_3_UN	0.157213945	0.057375663	2.648098408	0.434257652	0.832333175	0.175263731	0.085411225	0.195795765	0.099309227	0.52677934	0.280284878	1.220376118	1.614361988	5.874856196	0.167547436	1.511373884	0.157904636	0.238958329	4.838141452	3.352740311	3.362390154	1.702082639	4.213519453	0.165419659	1.525109404	0.084973365	0.609734263	0.4797206	0.155466719	3.520738981	4.914888526	0.391311604	0.296852946
NK cells	E10_3_UN	3.601072636	0.063445871	2.535422265	0.210414981	0.036842967	0.090213552	0.086836118	0.137253416	0.11499956	0.230276516	0.017799728	1.108569364	0.358912936	5.780282767	0.156252486	0.83548963	0.187683353	0.078739633	1.836490553	0.103070597	0.053463419	0.878134794	2.451010541	0.669353803	0.593215673	0.353011431	3.212048972	0.397752449	0.091349259	3.19759858	0.232784174	0.142818665	0.139333157
None	E10_3_UN	0.322867304	0.615492305	2.366905513	0.248140886	1.090368185	1.173868349	0.145002586	0.186912911	0.176991614	0.28582303	3.270334147	0.933156341	1.415628556	4.77093357	1.10036891	0.793249491	0.111456204	0.173407058	0.369491875	0.13528005	0.307340862	0.690793246	3.370978299	0.090705593	1.570404677	0.121336792	2.708301023	0.412090367	0.211252174	3.835539718	3.539514719	0.589386901	0.275485737
T.CD4 cells	E10_3_UN	2.07389766	0.062720055	2.22908324	0.270542993	3.371811782	0.357982258	0.078606515	0.114794526	0.641102496	0.306783949	0.023863221	1.0053274	0.825451943	5.680156961	3.739230485	0.504980535	0.098070465	0.087685804	0.115944458	0.068340172	0.039652372	1.41221947	3.119055773	0.245835375	1.684693186	0.386565038	1.228512489	5.84236536	0.249237642	1.355909122	0.221020666	0.147074435	0.893022581
T.CD8 cells	E10_3_UN	2.133790299	0.050655404	2.318640897	0.178001118	0.13016136	0.079883859	0.124298312	0.127039909	0.239969071	0.29390858	0.022572214	1.150357569	0.919674456	5.839859624	3.28175582	0.742912679	0.115035386	0.069397727	0.140308089	0.077606721	0.039882285	1.326398594	3.135215323	0.235687682	1.525474042	3.97216531	2.080026497	5.61763123	0.197351293	0.613385921	0.223245946	0.156508934	0.836247907
T.DN cells	E10_3_UN	1.978735271	0.047296369	2.393235052	0.145346473	0.028014628	0.079407686	0.168027582	0.128377104	0.141299954	0.189095183	0.017123914	0.868179262	0.548020175	5.614142678	1.991381126	0.62159216	0.091543694	0.063802994	0.161291749	0.081073735	0.037601564	0.483797868	1.789036935	0.232378237	1.475249995	0.446278114	0.382903827	5.661271515	0.22368636	0.287091202	0.587560451	0.168357009	1.09181291
Unknown	E10_3_UN	0.051886376	0.035757615	1.178175582	0.118410814	0.051773851	0.059060551	0.019164437	0.204954069	0.044284244	0.107645823	0.030219911	0.135983942	0.021086413	1.547706475	0.062639733	0.750088295	0.056016571	0.104037312	0.247762655	0.05377501	0.076629165	0.092429407	1.292542867	0.03346657	0.218861833	0.09357022	0.231666096	0.76959249	0.034881995	0.848500375	0.409606953	0.094250975	0.154666615
B cells	E10_3_perv	0.165155589	4.035792985	2.330792193	0.639582443	0.125690221	2.665986281	4.401290497	0.734006237	0.457661978	0.389832391	0.034588925	1.226528944	0.393634756	5.813415078	1.219970564	1.003216732	0.487966228	0.275849093	0.339530507	0.123336357	0.075794287	0.582415373	3.14727643	0.050739322	1.835133721	0.103938148	4.387901975	0.375530769	0.149685405	1.248128232	4.967566918	2.623012946	0.228802242
Granulocytes	E10_3_perv	0.06677832	0.045551503	0.813354721	0.214789694	0.028545931	0.071458118	0.083818396	0.140005253	0.077931005	0.174834034	0.026456184	0.434553502	0.05646322	4.80795978	0.135803456	0.673712881	3.361475375	1.712435756	2.748378717	0.219569032	1.215897856	0.070147611	0.653986554	0.0478497	0.181110752	0.117361131	0.162341328	0.326084765	0.061823393	1.166429046	0.283439264	0.065215657	0.177259938
HPSC	E10_3_perv	0.222137085	0.079401184	2.533393439	0.911240083	0.058997322	0.134140907	0.069590823	3.682780084	0.305729891	0.858835871	0.77451327	1.25692034	0.378656292	3.830856091	0.068172063	2.894630156	0.266719654	0.180446591	0.346729446	0.141220131	0.454208791	1.671580623	4.171002308	0.093473059	0.966627024	0.054286941	0.359865461	0.211266189	0.334810313	3.939913073	3.619553737	0.734491272	0.138981968
Monocytes	E10_3_perv	0.138912494	0.122057241	2.954413789	2.189047525	1.067367772	0.253303658	0.079889285	0.188301232	0.093047581	1.29376513	0.270795603	1.347436489	1.515788581	5.825329579	0.225323036	3.684411227	0.359830543	0.631602494	4.786556906	3.369079533	3.221459955	1.721521367	4.310901597	0.203781013	1.657802268	0.086774465	0.576848242	0.42117424	0.476645796	3.371492003	4.593220707	0.433272599	0.216274171
NK cells	E10_3_perv	3.582125388	0.060750698	2.552092065	0.67600162	0.057844145	0.089799163	0.086612032	0.128957981	0.109918311	0.383191447	0.01624195	1.093846583	0.375665553	5.745179573	0.15269094	0.910145655	0.183883502	0.09398102	1.788031996	0.107312373	0.044474454	0.984675691	1.965721199	0.641839404	0.7605629	0.370941317	3.197077568	0.405749672	0.182838164	3.110309467	0.201313791	0.107032255	0.103751713
None	E10_3_perv	0.321578373	0.594934839	2.47256941	1.272431591	1.239790956	1.082771561	0.137819936	0.210377401	0.177735042	1.094076755	3.241261001	1.148108403	1.531219175	4.658774503	0.998370935	2.405950203	0.207785735	0.308922146	0.328010142	0.211466045	0.25979461	0.736333627	3.231391668	0.083887083	1.578318649	0.118083836	2.576697569	0.379866857	0.397616708	3.619351335	3.313332327	0.669745508	0.198046672
T.CD4 cells	E10_3_perv	2.092479084	0.084706355	2.511460667	1.79020373	3.349927003	0.400903881	0.079078365	0.116029779	0.637013372	1.242587041	0.022992507	1.27383946	1.139202956	5.661377146	3.729583405	2.067860378	0.135446246	0.157442218	0.11611434	0.149037054	0.037210431	1.367145627	3.08058735	0.246670565	1.979420453	0.374848992	1.252428082	5.774107812	0.394007713	1.347077815	0.215939775	0.361423011	0.901986282
T.CD8 cells	E10_3_perv	2.117215498	0.0590741	2.470340194	1.333191726	0.185975565	0.10017802	0.122931239	0.121382757	0.231140681	1.009916486	0.021317654	1.231478245	1.035122682	5.787099634	3.277646962	1.719971725	0.140371042	0.108045571	0.13958393	0.127256512	0.038854899	1.327216676	2.820916822	0.235255248	1.857473751	3.894172703	2.17462389	5.527645764	0.43188295	0.600935708	0.212059501	0.264733217	0.851690936
T.DN cells	E10_3_perv	1.94496267	0.045827119	2.424796338	0.518586462	0.042413526	0.085107438	0.171324113	0.12138716	0.141255399	0.345641119	0.018213977	0.873793345	0.537816212	5.551963561	1.951619745	0.861400278	0.098528138	0.071043332	0.159724945	0.094326192	0.037627317	0.552191886	1.563590955	0.234569543	1.752715806	0.473059119	0.38504252	5.582703705	0.293096396	0.293426988	0.559410196	0.143284171	1.137091057
Unknown	E10_3_perv	0.04951633	0.031371982	1.268334898	0.431537258	0.058682055	0.047701033	0.01745141	0.154867014	0.027958271	0.222434853	0.027091817	0.11111886	0.023667187	1.513722455	0.06268656	1.088434824	0.065383908	0.134159213	0.256710542	0.056330089	0.075159907	0.086915902	1.110817719	0.030839401	0.229324305	0.081325709	0.200915725	0.713909602	0.048984493	0.784412578	0.370157585	0.115128978	0.107992783
B cells	E12_D0_UN	0.516562151	3.414030402	1.906660788	0.55164525	0.421317252	1.963274233	4.139065014	0.880882636	0.718739922	0.329253427	0.028920535	1.704710573	0.400140233	5.591184862	1.28792397	0.710072565	0.355918829	0.188997034	0.570225358	0.077965006	0.04993455	1.732239209	4.162252902	0.077154202	2.009063695	0.214135546	4.555338751	1.018273064	0.223202954	1.297124089	5.017265963	3.202585011	0.217557867
Granulocytes	E12_D0_UN	0.264457975	0	1.29864046	0.309127383	0.09018745	0.123783491	0.05973841	0.320657301	0.083315062	0.455657095	0.271325051	0.782672542	0.002836322	4.304546291	0.108546987	0.808910026	1.788881179	1.016558183	2.349735147	0.088221675	1.207481033	0.87882294	2.561389541	0.135158785	0.367282631	0.243195781	1.296876421	1.043861911	0.085437553	2.224477564	0.060647926	0.429133216	0.099266246
HPSC	E12_D0_UN	0.744155255	0.145641365	2.267567317	0.438815982	0.100831421	0.374326439	0.087609069	4.86335336	0.18538362	0.467368988	1.526776222	1.119913963	0.137661595	4.881523237	0.117379224	2.08573011	0.111325148	0.190390545	0.773335534	0.131647096	1.295386688	2.094426753	5.087825012	0.180034128	1.63821426	0.116458325	2.186018486	0.343821499	0.360984267	1.68676089	2.6779688	2.482410348	0.295770786
Monocytes	E12_D0_UN	2.095420193	0.116050482	2.85445059	1.352114062	2.530556533	0.493698618	0.154524816	1.002831342	1.164973525	1.077720675	0.498785081	1.976265426	1.466268862	6.204384754	3.076484592	2.360195577	0.261874107	0.720198401	4.438634666	2.684142287	3.358670983	3.06380863	4.855893943	0.496515875	2.406607506	0.888325492	1.647777555	4.717232754	0.650161673	3.636034694	3.907387875	1.145916454	0.689260809
NK cells	E12_D0_UN	3.836992177	0.035355973	1.75743986	0.929407096	0.104948279	0.10340789	0.068135021	0.560741726	0.178267332	0.424195484	0.02702041	1.427586454	0.292865807	5.810001471	0.644587097	0.714519385	0.181176646	0.065755856	2.332581353	0.090217036	0.051969657	1.895308189	4.343453061	2.550507834	1.178958384	1.034960077	3.255968184	0.470083582	0.129838601	4.518787309	0.171173723	0.520937601	0.083641449
None	E12_D0_UN	1.504182676	0.319896673	2.372921014	0.70586276	1.810456584	0.376942703	0.097819227	2.662639713	1.426476531	0.61191603	1.424894943	1.583506328	0.832075409	5.432585427	2.94984494	1.800228936	0.143224211	0.395917748	1.324557302	0.198491802	0.846840887	2.602889208	4.627441175	0.281491898	2.214696453	0.806631085	1.606149341	3.864524562	0.539429659	3.840538816	1.62753149	0.969642571	0.604361169
T.CD4 cells	E12_D0_UN	2.738876192	0.045560948	1.911429472	0.668617355	3.675682363	0.415998781	0.069374109	0.435064359	1.743197124	0.444072585	0.026335008	1.486860129	0.910961875	5.808100353	4.315188465	0.516981213	0.08527347	0.102205514	0.098136945	0.075883757	0.066876377	3.311695962	3.995215091	0.289673181	2.041152091	0.466890687	1.581387156	6.252587543	0.35308932	1.545333472	0.162006834	0.153733669	0.527132528
T.CD8 cells	E12_D0_UN	2.669473258	0.02844536	1.866310099	0.564685531	0.307155102	0.093624477	0.154398559	0.457979751	1.124398765	0.439868729	0.027266738	1.502235797	1.098162061	5.897792926	3.856105377	0.549298063	0.086010461	0.077987442	0.163522231	0.081318957	0.065008668	3.167921345	4.221779102	0.320710649	2.225840071	4.964463179	1.16862545	6.050111471	0.304066801	0.831741304	0.259943631	0.309966987	0.874907711
T.DN cells	E12_D0_UN	2.416082666	0.030833068	1.737334456	0.583796976	0.082425344	0.083471716	0.176409782	0.512003737	0.776413427	0.371098482	0.023635587	1.331326684	0.808740036	5.806719277	2.885100933	0.599861629	0.079879737	0.109102016	0.132038488	0.080918389	0.053731745	2.309022339	3.878726024	0.331883056	1.996093567	0.694955834	0.912649671	6.051986235	0.300925358	1.129310785	0.461685506	0.476990779	0.425177406
Unknown	E12_D0_UN	0.074468605	0.030044198	0.747307396	0.52272388	0.07459833	0.07394142	0.01002788	0.272149089	0.114721091	0.302257879	0.050090798	0.566973366	0.051306114	1.366446652	0.10568196	0.769739648	0.039085788	0.250448343	0.120077408	0.04676947	0.078763392	0.169377042	1.440825218	0.033392163	0.395781646	0.102866509	0.424177175	0.643176087	0.062005449	0.988005082	0.171857593	0.204889975	0.127546853
B cells	E12_D0_perv	0.475571369	3.474551617	2.168105282	2.066297662	0.414460483	2.355440833	4.196396458	0.97524624	0.591205491	0.821737075	0.029546609	1.945039946	0.612426282	5.580334691	0.873119416	2.321828153	0.324925802	0.296394391	0.583237956	0.270168017	0.069731377	1.678410453	4.28941443	0.093712973	1.984190812	0.224125519	4.486029144	0.829840103	0.761660949	1.326453617	5.022439261	3.338748695	0.292391167
Granulocytes	E12_D0_perv	0.554886581	0.510030288	2.608346429	1.879874777	0.376904817	0.19469794	0.017196181	0.632512705	0.097074448	1.346225161	1.19136582	1.172302217	0.09873836	5.315436232	0.087059962	4.13029287	0.603580852	1.592216357	4.142486049	0.649362027	2.387837029	0.397802897	5.19325301	0.335807384	1.056553157	0	2.906519639	0.916459071	1.49301309	2.31734779	0.255213382	2.176904052	1.14981659
HPSC	E12_D0_perv	0.704309214	0.185566992	2.384925587	0.894092204	0.124785	0.444042924	0.077576733	4.966545323	0.194373201	0.756126505	1.579199622	1.385922879	0.18284906	4.874504058	0.16197386	3.606967522	0.239493295	0.247899915	0.73950346	0.165188489	1.259711293	2.242439474	5.14910761	0.149853419	1.662811722	0.123098427	2.163148629	0.366271936	0.689331659	1.740400225	2.768707199	2.843371279	0.334898427
Monocytes	E12_D0_perv	2.052161557	0.382025455	3.447644577	4.387561744	2.636390225	0.693416278	0.156940422	1.070347526	0.937687415	2.559208699	0.404787317	2.583926036	1.701434989	6.123397249	2.960188096	3.677074891	0.36591302	0.956735076	4.314170278	2.523434425	2.874585349	2.380775656	4.940872079	0.510578768	2.216316733	0.964029752	1.588301308	4.387094159	1.857057907	3.375845758	3.940808989	2.010480126	0.605645315
NK cells	E12_D0_perv	3.876053934	0.241742505	2.565769193	4.311538614	0.861194733	0.378381703	0.067454616	0.691667866	0.150904576	2.519370702	0.031750004	2.016681495	0.633726922	5.841928487	0.676884721	3.189092816	0.285443362	0.447870022	2.352640182	0.655553554	0.047090442	1.285433682	4.183566435	1.758082449	1.104675429	1.070430093	3.19017269	0.464524776	1.244061019	4.494745087	0.179902427	1.269412547	0.0778385
None	E12_D0_perv	1.112210981	0.460420983	2.64173174	2.742130767	1.487600294	0.422525072	0.083628023	2.018488509	1.257014784	1.659134613	1.544138209	1.957601676	0.921810747	5.294292406	2.365044918	3.184425057	0.211393797	0.47490016	1.538513262	0.561189334	1.036932545	1.89659004	4.587006384	0.242664749	1.861537862	0.432611358	1.428009329	2.816769281	1.440143808	3.669304562	1.458885893	1.64906163	0.431085392
T.CD4 cells	E12_D0_perv	2.801731497	0.405696808	3.425765115	5.315434646	3.808998097	0.83028599	0.061499011	0.535376897	1.383921224	2.958942982	0.02937129	2.794875002	1.615076597	5.851221636	4.269508603	3.359566368	0.174517353	0.427151845	0.147146884	0.90269348	0.050618342	2.458048863	4.665305893	0.293628056	1.964778941	0.353581528	1.506141682	6.175269228	2.451607843	1.560737031	0.164061213	1.681550762	0.490353607
T.CD8 cells	E12_D0_perv	2.772895829	0.520126513	3.621587711	5.788506126	1.759848512	0.641205648	0.106003044	0.578521475	0.822173075	3.613798092	0.031539928	2.630557571	2.094802215	5.925955444	3.783766122	3.687427048	0.204523729	0.690605723	0.20723816	1.208308776	0.041438898	1.664405446	4.724501939	0.336262499	2.077671734	4.911397908	1.124088129	5.936461009	2.550255607	0.912357389	0.252712341	2.160473832	0.776908148
T.DN cells	E12_D0_perv	2.730452136	0.391783786	3.048026479	4.796385325	1.242906825	0.484368768	0.13259585	0.636587013	0.510463567	2.928403711	0.030751865	2.121736949	1.549438305	5.90940335	3.056698526	3.24298126	0.199969266	0.632718677	0.156520671	0.935734288	0.035036636	1.319114755	4.107476229	0.339720682	2.007481541	0.577984842	0.786504434	6.107414859	1.870927229	1.215929337	0.323991931	1.774227905	0.459469199
Unknown	E12_D0_perv	0.098899125	0.052749487	0.943761764	0.606611198	0.084742445	0.075985682	0.013476529	0.277332233	0.121122658	0.527199096	0.054030435	0.465632918	0.097161444	1.479522386	0.124763437	1.511972122	0.081422158	0.334380578	0.146500309	0.073256911	0.091691881	0.176899057	1.483598252	0.035737553	0.394997451	0.088302441	0.596549842	0.614880215	0.102131902	1.036230651	0.197581692	0.321442542	0.165341073
B cells	E12_D1_UN	0.844155878	3.391198489	1.984786993	0.684524026	0.790090252	2.201484363	4.191720896	0.999579955	0.820482092	0.437403524	0.06684349	1.824829161	0.627357562	5.740980138	1.642935737	0.938938538	0.320736131	0.165110053	0.388838789	0.092318468	0.051557229	1.806912411	4.498629093	0.112263961	2.096946284	0.475656091	4.473141046	1.805623132	0.254320681	1.4272898	5.079391264	3.432495576	0.485652096
Granulocytes	E12_D1_UN	0.100256627	0	0.515768652	0.18228552	0.045227732	0.070786009	0.015737659	0.346877438	0.00786433	0.176857993	0.048905526	0.394297079	0.049408017	4.785805312	0.135087517	0.743871911	2.498631888	0.592269342	2.407154218	0.121704224	0.878024877	0.595322467	1.187278099	0	0.45575403	0.057995868	0.692637603	0.346503212	0.118851712	0.93431283	0.254606493	0.691991848	0.334898048
HPSC	E12_D1_UN	0.700805649	0.144714892	2.010880414	0.378740183	0.085985191	0.329374246	0.061953944	4.963345161	0.131386915	0.380264469	1.407109383	1.019589091	0.086101263	4.778530499	0.098778354	2.344992332	0.114957533	0.172287965	0.607681148	0.115687528	1.203533513	1.636077383	5.040936848	0.145906182	1.48134808	0.110570454	2.026672362	0.353691485	0.414423217	1.576645727	2.676867291	2.498151436	0.293089172
Monocytes	E12_D1_UN	2.162115799	0.149675905	2.890818026	1.318838626	2.669323849	0.563569646	0.199136162	1.023882711	1.21767016	1.102631683	0.451645942	2.080494687	1.587969296	6.341603517	3.323602455	2.428586001	0.312717357	0.803465045	4.619458816	2.840208525	3.333014623	2.939575686	4.880380214	0.485752238	2.42138159	1.132096296	1.392656425	5.00656926	0.642351153	3.566609237	4.062880436	1.163683882	0.879467637
NK cells	E12_D1_UN	3.838479745	0.029059556	1.666330172	0.851380667	0.094105923	0.094360444	0.059321432	0.516022779	0.148673633	0.380193845	0.030341105	1.35913345	0.269888759	5.762661226	0.81393374	0.863925805	0.200020131	0.052548928	2.325957381	0.082478384	0.051394451	1.669026576	4.428905794	2.163180852	1.179936642	1.028532729	3.084532445	0.479165921	0.13175215	4.477881795	0.17710807	0.497310771	0.086858422
None	E12_D1_UN	1.359355406	0.454836558	2.314615274	0.59486872	1.5332733	0.326589866	0.090425681	2.178358255	1.116138667	0.517779061	1.25340311	1.574786603	0.751383755	5.307227308	2.853549013	1.66577606	0.123714788	0.351870087	1.271845794	0.169232169	0.695548218	2.1538094	4.353606365	0.268056398	1.986245673	0.623060238	1.865744365	3.292503722	0.589030918	3.976369582	1.870635951	1.158276788	0.563637497
T.CD4 cells	E12_D1_UN	2.559766631	0.037802906	1.781682687	0.562011401	3.615947837	0.364955928	0.061290787	0.376315001	1.508828308	0.376630219	0.024266944	1.429747696	0.900809684	5.774571095	4.193737889	0.473343307	0.075047891	0.087755554	0.090951719	0.067906401	0.056454794	2.945207584	3.898385269	0.25835165	1.946583672	0.423010803	1.381039964	6.201062785	0.318803841	1.350841455	0.150960662	0.160095168	0.63758657
T.CD8 cells	E12_D1_UN	2.597500467	0.023302088	1.76020852	0.485992319	0.278515048	0.079326612	0.186506441	0.403369153	0.913306021	0.383667139	0.022170232	1.470584746	1.044061529	5.897605907	3.837237395	0.537616042	0.078906664	0.064344686	0.144466668	0.069924318	0.054867148	2.891272613	4.202644749	0.282085884	2.128296206	4.876172878	1.017019443	6.033304141	0.280121027	0.74559137	0.230832986	0.38987713	0.952714348
T.DN cells	E12_D1_UN	2.537540804	0.017932317	1.605546534	0.485193068	0.075703962	0.071326194	0.200924672	0.421441606	0.575505758	0.299191409	0.020170271	1.284990337	0.717000277	5.881545376	3.148772527	0.672774789	0.085418312	0.061924749	0.111085483	0.071528028	0.051240384	2.167130943	4.016316182	0.286315287	1.917062917	0.703498914	0.630995823	6.129290804	0.32389369	1.163208664	0.373742584	0.799964193	0.520029436
Unknown	E12_D1_UN	0.133193808	0.048831154	0.632265153	0.329446739	0.104132839	0.05502	0.015718422	0.228557939	0.182068661	0.105959052	0.08663216	0.320440547	0.067483501	1.461558574	0.155181935	0.6019173	0.041391449	0.146103779	0.188919906	0.059001778	0.120175713	0.15858647	1.186473137	0.025989845	0.310611375	0.133193729	0.825834867	0.791542092	0.06924985	0.779406145	0.229175521	0.254842722	0.22138116
B cells	E12_D1_perv	0.873293407	3.4664213	2.401091411	3.100989538	1.185038271	2.202529272	4.074278905	0.945610209	0.656493521	1.468529025	0.051942141	2.282123136	0.999138893	5.717627228	1.666359753	2.740276318	0.395195555	0.513785277	0.601693652	0.624335361	0.101420577	1.617793648	4.415702299	0.153284651	1.979730211	0.524850778	4.411868538	1.95150006	1.492350465	1.46181054	4.942515501	3.416461576	0.359430505
Granulocytes	E12_D1_perv	0.299303618	0	1.619569164	0.749160739	0.427011433	0.119009973	0.100949699	0.57172507	0.249614617	0.136546238	0.078137185	0.770935461	0.048952559	4.700618278	0.089401198	1.750539939	1.462968489	0.677092278	2.546211194	0.303551495	1.233408359	0.843374448	2.497764142	0.294655283	0.458913596	0.124783805	1.011970381	1.002366695	1.030975838	2.403824169	0.128726554	0.648147403	0.365409985
HPSC	E12_D1_perv	0.725074279	0.149856854	2.056016677	0.754312409	0.113274207	0.312129331	0.073643339	5.008687007	0.140120014	0.593321033	1.370261891	1.232345207	0.128062612	4.780390073	0.146699435	3.607940766	0.207567714	0.241322491	0.526333981	0.142123678	1.026861078	1.776781504	5.12624651	0.141692829	1.437195238	0.101643212	1.921532728	0.357066452	0.832747235	1.644580426	2.70344341	2.745199958	0.292378887
