population,sample_id,153Eu_STAT1,175Lu_pS6,144Nd_pPLCg2,158Gd_pStat3,171Yb_pERK,156Gd_p-p38,165Ho_pCREB,152Sm_Akt,167Er_total_pMET,143Nd_bio_pMET,164Dy_Ikba,150Nd_STAT5,147Sm_CD20,151Eu_CD123__IL-3R,154Sm_CD45,148Nd_CD34,141Pr_CD7,142Nd_CD19,145Nd_CD4,149Sm_CD25,155Gd_CD27,159Tb_CD11c,160Gd_CD14,166Er_CD16,168Er_CD8a,169Tm_CD45RA,170Er_CD3,172Yb_CD38,174Yb_HLA-DR,146Nd_IgD,157Gd_CD24,163Dy_CD33,176Yb_CD127__IL-7R
Tcells - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c10_sample3_01_0_E13_D0_PERV.fcs - c10_sample3_01_0_E13_D0_PERV.fcs,8.66,0.67,193.23,0.95,7.97,38.62,171.28,10.08,10.07,45.88,2.83,14.19,0,0,802.8,0,36.16,0,51.74,0.08,161.1,0,0.48,0.41,1.35,63.73,971.07,2.12,0,0.66,0.02,0,1.11
Tcells - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c05_sample3_01_0_E13_D1_UN.fcs - c05_sample3_01_0_E13_D1_UN.fcs,2.23,0,0.19,0,0.33,0.86,78.33,2.77,8.72,15.99,11.78,0.27,0,0,791.91,0,33.37,0,46.82,0,170.85,0,0,0.26,1.46,68.46,1120.83,1.59,0,0,0,0,1.01
Tcells - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c11_sample3_01_0_E13_D1_PERV-(1).fcs - c11_sample3_01_0_E13_D1_PERV.fcs,6.14,1.14,244.68,0.57,11.82,52.08,223.32,9.73,9.5,44.95,3.45,15.33,0,0,812.65,0,32.68,0,48.21,0,164.55,0,0.49,0.32,1.23,64.11,1001.42,1.85,0,0.52,0,0,1.03
Tcells - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c11_sample3_01_0_E13_D1_PERV.fcs - c11_sample3_01_0_E13_D1_PERV.fcs,6.05,1.29,255.38,0.64,12.82,55.66,246.73,9.99,10.24,45.84,3.73,15.62,0,0,827.82,0,33.28,0,49.79,0,172.92,0,0.47,0.38,1.29,71.23,1048.15,1.92,0,0.55,0.02,0,1.07
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c04_sample2_01_0_E03_D1_UN.fcs - c04_sample2_01_0_E03_D1_UN.fcs,1.55,6.73,3.06,1.46,2.44,2.85,121.07,10.15,13.06,27.43,3.29,2.3,1.1,4.78,515.12,16.39,1.83,64.69,0,0.27,59.42,0.89,0.23,0.08,0.28,164.28,3.27,987.19,423.92,1.2,0.13,0.05,1.73
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c13_sample2_01_0_E03_D1_PERV.fcs - c13_sample2_01_0_E03_D1_PERV.fcs,3.36,5.91,6.3,1.21,2.48,10.88,73.88,14.28,17.66,32.23,2.85,3.55,1.42,5.03,539.63,18.41,2.79,64.92,0.31,0.35,86.65,1.42,0.55,0.14,0.53,175.46,4.08,873.21,454.8,1.79,0.17,0.08,1.46
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c05_sample2_01_0_E03_D2_UN.fcs - c05_sample2_01_0_E03_D2_UN.fcs,2.48,8.65,3.9,1.27,2.35,3.8,133.18,10.73,14.05,28.46,2.94,3.02,0.43,3.99,497.8,17.75,2.52,59.1,0.27,0.41,68.89,1.45,0.23,0.17,0.37,137.47,3.19,1180,433.2,2.34,0,0.03,1.17
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c14_sample2_01_0_E03_D2_PERV.fcs - c14_sample2_01_0_E03_D2_PERV.fcs,3,5.42,7.86,1.4,2.66,14.86,143.16,14.71,16.4,31.89,5.27,3.87,0.84,3.81,513.28,20.61,3.1,50.03,0.43,0.45,52.03,1.77,0.64,0,0.43,116.34,2.57,1236.44,397.47,1.87,0.36,0.22,1.08
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c04_sample1_01_0_E04_D0_UN.fcs - c04_sample1_01_0_E04_D0_UN.fcs,0.81,35.5,2.7,0.54,0.28,2.03,117.88,11.35,11.53,17.08,4.79,1.54,154.15,0,824.82,2.96,1.45,108.22,0,1.55,0.29,0.65,0.1,0,0,261.93,0.89,23.72,248.66,29.07,0.05,0,0.29
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c13_sample1_01_0_E04_D0_PERV.fcs - c13_sample1_01_0_E04_D0_PERV.fcs,1.82,43.35,13.14,1.3,1.35,30.72,152.44,20.42,18.41,27.43,5.21,4.03,126.77,0,861.81,4.28,2.68,89.58,0.48,1.09,0.81,1.98,0.75,0.18,0,222.75,0.91,28.99,214.16,20.75,0.91,0.12,0.24
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c05_sample1_01_0_E04_D1_UN.fcs - c05_sample1_01_0_E04_D1_UN.fcs,0.45,33.63,1.85,0.38,0.46,4.36,166.17,7.09,3.93,13.14,0.69,0.95,131.34,0,840.02,2.26,1.28,117.89,0,1.19,0.31,0.44,0,0,0,292.5,0.92,22.82,327.25,30.9,0.04,0,0.22
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c14_sample1_01_0_E04_D1_PERV.fcs - c14_sample1_01_0_E04_D1_PERV.fcs,1.51,44.56,3.86,0.6,0.49,10.82,121.87,11.89,13.82,20.74,2.29,2,133.41,0,856.23,2.99,1.75,114.04,0,1.38,0.42,0.6,0.15,0,0,280.53,1.04,23.22,327.47,33.64,0.26,0,0.32
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c06_sample1_01_0_E04_D2_UN.fcs - c06_sample1_01_0_E04_D2_UN.fcs,0.81,37.21,1.86,0.35,0.41,2.78,163.76,8.31,4.92,16.66,0.96,0.99,139.5,0,847.23,2.17,1.22,110.88,0,1.07,0.14,0.29,0,0,0,255.84,0.76,22.55,356.07,25.07,0,0,0.25
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c15_sample1_01_0_E04_D2_PERV.fcs - c15_sample1_01_0_E04_D2_PERV.fcs,1.6,40.76,4.97,0.41,0.54,18.66,140.3,12.86,11.5,16.66,1.86,1.51,124.76,0,870.42,1.7,1.08,103.89,0,0.75,0.15,0.28,0.11,0,0,250.32,0.64,19.52,337.16,22.29,0.1,0,0.13
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c06_sample2_01_0_E05_D0_UN.fcs - c06_sample2_01_0_E05_D0_UN.fcs,4.08,12.97,3.1,1.42,3.54,7.37,270.95,18.56,23.53,28.06,8.01,3.49,1.14,0.73,569.97,5.93,2.02,48.27,0.1,0.52,76.99,1.68,0.45,0.19,0.52,440.53,4.25,1424.05,604.55,1.03,0,0,1.51
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c15_sample2_01_0_E05_D0_PERV.fcs - c15_sample2_01_0_E05_D0_PERV.fcs,6.04,16.94,9.66,1.51,5.9,23.78,241.68,21.35,26.48,31.59,6.38,5.68,1.22,0.61,586.06,5.72,2.25,44.97,0.51,0.34,69.75,1.84,0.87,0.16,0.45,406.86,3.83,1199.88,558.34,1.29,0.13,0,1.22
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c07_sample2_01_0_E05_D1_UN.fcs - c07_sample2_01_0_E05_D1_UN.fcs,6.54,21.27,4.14,2.37,5.82,10.03,307.82,22.95,27.37,35.82,11.01,5.6,0.84,1.54,594.27,7.16,3.19,47.22,0.27,0.63,137.75,1.86,0.72,0.35,0.83,536.01,4.96,2038.75,667.23,1.25,0.07,0.21,1.69
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c16_sample2_01_0_E05_D1_PERV.fcs - c16_sample2_01_0_E05_D1_PERV.fcs,20.22,37.1,35.61,3.57,11.2,64.02,349.36,37.48,26.95,44.26,7.77,14.46,0.8,1.29,594.04,6.81,3.36,45.31,1.14,0.52,101.04,1.72,1.48,0.37,0.7,480.31,4.24,1855.33,569.96,2.06,0.46,0.04,1.39
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c08_sample2_01_0_E05_D3_UN.fcs - c08_sample2_01_0_E05_D3_UN.fcs,7.77,27.82,4.89,1.39,7.21,12.78,405.61,22.19,27.08,41.19,9.34,4.42,0.75,1,724.32,7.93,4.1,59.47,0.33,0.66,286.77,1.48,0.72,0.36,0.79,540.07,4.82,2952.31,353.85,1.9,0.25,0.14,1.54
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c17_sample2_01_0_E05_D3_PERV.fcs - c17_sample2_01_0_E05_D3_PERV.fcs,14.39,25.81,37.64,2.16,13.87,79.8,410.91,28.13,25.16,46.06,5.76,10.33,0.58,1.08,695.66,7.48,4.31,49.45,1.55,0.38,204.82,1.87,1.73,0.43,0.48,451.85,3.71,2368.5,318.61,2.85,0.64,0.16,1.18
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c07_sample1_01_0_E07_D0_UN.fcs - c07_sample1_01_0_E07_D0_UN.fcs,1.51,101.24,4.98,1.11,0.41,2.27,306.59,13.98,19.11,25.36,13.47,1.59,383.05,0,1246.46,6.47,3.18,154.98,0.06,1.8,0.52,0.63,0.21,0.3,0.12,571.54,1.34,110.7,514.57,29.86,3.79,0,0.56
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c16_sample1_01_0_D07_D0_PERV.fcs - c16_sample1_01_0_D07_D0_PERV.fcs,3.03,88.4,15.45,1.72,1.11,31.04,274.92,17.29,17.71,31.32,9.71,3.18,336.09,0,1254.33,6.84,4.44,149.8,0.51,1.49,0.57,1.07,0.78,0.33,0.1,444.33,0.74,122.89,449.79,25.86,4.34,0,0.55
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c08_sample1_01_0_E07_D1_UN.fcs - c08_sample1_01_0_E07_D1_UN.fcs,0.8,23.09,3.73,1.54,0.81,4.75,221.22,8.03,8.77,24.73,1.98,2.48,162.46,0.49,782.75,8.37,4.5,89.67,0.49,3,1.4,3.14,0.72,0.34,0.56,206.18,2.82,190.09,308.08,33.98,19.38,0.45,1.2
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c17_sample1_01_0_D07_D1_PERV.fcs - c17_sample1_01_0_D07_D1_PERV.fcs,1.98,33.51,14.63,3,1.15,15.44,205.5,9.28,11.09,34.41,1.06,4.27,121.3,0.3,918.06,7.91,5.14,69.49,1.31,2.02,1.09,3.66,1.45,0.42,0.45,205.94,2.04,144.71,329.24,25.74,13.69,0.5,1.25
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c01_sample3_01_0_E09_D0_UN.fcs - c01_sample3_01_0_E09_D0_UN.fcs,1.29,52.5,0.7,0.38,0.12,2.58,216.47,4.87,3.01,21.8,0.52,0.44,433.86,0,967.62,3.84,0,114.25,0,0.58,0,0,0,0,0,301.51,0,217.8,467.11,128.47,3.77,0,0.21
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c07_sample3_01_0_E09_D0_PERV.fcs - c07_sample3_01_0_E09_D0_PERV.fcs,1.57,40.81,1.67,0.41,0.27,11.43,152.02,4.91,3.69,15.42,0.47,0.77,371.21,0,934.19,2.63,0,102.31,0,0.24,0,0,0,0,0,269.83,0,169.1,383.3,82.85,2.7,0,0.01
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c02_sample3_01_0_E09_D1_UN.fcs - c02_sample3_01_0_E09_D1_UN.fcs,1.05,15.04,0.54,0.93,0.07,1.52,15.04,3.79,0.61,25.04,0,0.61,354.56,0.38,726.41,5.74,0,78.37,0,0.99,0,0.28,0,0,0,188.05,0.1,151.19,470.14,78.42,9.03,0,0.69
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c08_sample3_01_0_E09_D1_PERV.fcs - c08_sample3_01_0_E09_D1_PERV.fcs,1.42,19.46,2.16,1.18,0.79,5.92,35.95,5.11,1.81,30.17,0,1.38,308.74,0.53,689.76,6.67,0.23,71.11,0,0.87,0.04,0.52,0.23,0,0,163.97,0.38,124.53,353.03,65.37,12.39,0,0.78
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c03_sample3_01_0_E09_D2_UN.fcs - c03_sample3_01_0_E09_D2_UN.fcs,0,0,0,3.03,0,0,2.46,1.69,3.36,12.41,0,0.14,0,0,496.45,0.94,5.83,18.38,0,2.72,0,101.27,0.3,2.28,0,33.08,0.48,37.41,1.9,0,0.16,0.11,3.22
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c09_sample3_01_0_E09_D2_PERV.fcs - c09_sample3_01_0_E09_D2_PERV.fcs,0,0.23,0.04,2.76,0,0.78,2.16,1.89,2.14,13.51,0,0.35,0.42,0,464.55,0.89,1.69,17.55,0,1.67,0,62.49,0.88,0,0,48.52,0.28,27.8,4,1.06,2.86,1.04,3.79
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c01_sample2_01_0_E12_D0_UN.fcs - c01_sample2_01_0_E12_D0_UN.fcs,1.57,58.05,2.84,0.55,0.86,2.99,189.01,11.39,18.8,17.91,8.86,1.34,109.09,0,624.26,4.69,1.35,74.41,0,2.05,7.66,0.47,0,0,0.22,196.85,1.85,16.33,315.68,2.45,0.15,0,0.65
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c10_sample2_01_0_E12_D0_PERV.fcs - c10_sample2_01_0_E12_D0_PERV.fcs,5.15,61,73.31,1.34,4.35,45.86,275.96,24.35,14.95,32.25,7.75,7.23,16.2,0,693.91,4.8,3.46,49.15,1.83,2.5,10.69,0.78,0.96,0.15,0.39,124.46,4.35,10.26,174.72,7.7,0.48,0,1.05
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c02_sample2_01_0_E12_D1_UN.fcs - c02_sample2_01_0_E12_D1_UN.fcs,1.84,53.57,2.62,0.55,0.83,6.13,265.29,13.12,17.89,17.44,8.4,1.53,103.94,0,622.82,4.58,1.24,74.46,0,1.53,20.29,0.29,0.04,0.03,0.54,240.53,2.78,19.27,291.38,3.04,0.18,0,1.04
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c11_sample2_01_0_E12_D1_PERV.fcs - c11_sample2_01_0_E12_D1_PERV.fcs,4.68,57.72,112.85,1.5,7.39,45.29,252.69,23.43,15.5,23.92,5.84,5.4,14.18,0,629.6,3.61,2.43,53.44,3.15,1.72,14.03,0.53,2.17,0.36,0.49,119.85,4.26,11.93,183.3,6.18,0.35,0,0.66
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c04_sample3_01_0_E13_D0_UN.fcs - c04_sample3_01_0_E13_D0_UN.fcs,1.89,2.27,0.06,0.39,1.55,3.37,120.78,4.52,20.62,23.27,0.13,0.69,0.1,0,443.27,0,0,48.22,0,0,60.67,0.34,0,0,0,172.51,0.3,1039.8,334.09,0,0,0,0.72
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c10_sample3_01_0_E13_D0_PERV.fcs - c10_sample3_01_0_E13_D0_PERV.fcs,2.33,2.26,1.28,0.65,3.09,10.41,90.6,5.32,26.84,26.62,0.13,1.71,0,0,439.43,0,0,44.78,0,0,72.95,0.59,0.04,0,0,179.58,0.37,1100.02,313.31,0.12,0.08,0,0.75
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c05_sample3_01_0_E13_D1_UN.fcs - c05_sample3_01_0_E13_D1_UN.fcs,2.8,3,0.08,0.35,1.51,2.97,122.9,6.68,21.83,22.76,0.41,0.78,0.23,0,521.4,0,0,48.48,0,0,83.96,0.11,0,0,0,227.06,0.22,944.14,402.53,0,0,0,0.65
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c11_sample3_01_0_E13_D1_PERV-(1).fcs - c11_sample3_01_0_E13_D1_PERV.fcs,3.37,4.41,2.07,0.53,2.83,19.32,105.85,7.85,24.44,26.77,0.41,1.97,0.33,0,548.71,0,0,53.44,0,0,69.03,0.37,0,0,0,220.79,0.49,797.61,388.94,0.19,0,0,0.58
Bcell - Calculated Raw values of Medians using X-Axis channel(s): Panel/Channel Values,c11_sample3_01_0_E13_D1_PERV.fcs - c11_sample3_01_0_E13_D1_PERV.fcs,3.51,4.95,1.81,0.61,2.66,20.54,102.89,7.68,25.53,26.11,0.46,1.91,0.34,0,571.92,0.03,0,56.68,0,0,77.59,0.36,0.04,0,0.08,227.19,0.49,837.18,418.49,0.25,0,0,0.61
